subject,body,label
FYI: conference room rename,A friendly reminder about conference room rename. Participation is optional and there is no operational impact. Reference ID EMAIL-00637.,normal
Immediate review needed for payroll approval deadline,A high-priority request came in from UrbanCart regarding payroll approval deadline. Leadership expects an update before end of day. Reference ID EMAIL-04419.,important
Immediate review needed for customer account lockout,A high-priority request came in from Summit Energy regarding customer account lockout. Leadership expects an update before payroll closes. Reference ID EMAIL-02409.,important
new hire introductions from Sales,This is a routine note about new hire introductions. You can read it next month. Reference ID EMAIL-01507.,normal
Immediate review needed for security alert,A high-priority request came in from Acme Retail regarding security alert. Leadership expects an update before 10 AM. Reference ID EMAIL-03546.,important
FYI: desk clean-up day,The latest information for desk clean-up day is now available. Save it for reference whenever convenient. Reference ID EMAIL-03891.,normal
Facilities update: lost and found note,Please see the attached information about lost and found note. It is informational and can be reviewed when convenient. Reference ID EMAIL-00561.,normal
New note about gym membership discount,A friendly reminder about gym membership discount. Participation is optional and there is no operational impact. Reference ID EMAIL-03430.,normal
Urgent: refund exception approval for Northwind Health,"Northwind Health is blocked because of a refund exception approval. Please respond before payroll closes with owner, status, and next action. Reference ID EMAIL-03736.",important
FYI: software tip of the week,This is a routine note about software tip of the week. You can read it on Friday. Reference ID EMAIL-01651.,normal
Reminder: optional wellness webinar,A friendly reminder about optional wellness webinar. Participation is optional and there is no operational impact. Reference ID EMAIL-01247.,normal
Optional: monthly all-hands recording,The latest information for monthly all-hands recording is now available. Save it for reference whenever convenient. Reference ID EMAIL-03038.,normal
gym membership discount available,A friendly reminder about gym membership discount. Participation is optional and there is no operational impact. Reference ID EMAIL-01966.,normal
Urgent: executive client escalation for UrbanCart,"A control check flagged executive client escalation. Send acknowledgement, risk notes, and resolution plan before the client call. Reference ID EMAIL-03743.",important
Shared update: lost and found note,The latest information for lost and found note is now available. Save it for reference whenever convenient. Reference ID EMAIL-01203.,normal
